strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes
SOM015,2012-02-24T00:00:00Z,Lower Shabelle,Somalia,NA,3,7,0,1,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob264,2012-03-09T00:00:00Z,Shaktoi Mandao,Pakistan,South Waziristan,4,15,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA
Ob265,2012-03-09T00:00:00Z,Nishpa,Pakistan,South Waziristan,6,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM039,2012-03-09T00:00:00Z,Unknown,Yemen,Bayda,23,34,2,2,0,0,0,55,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM040,2012-03-10T00:00:00Z,Jaar and Zinjibar,Yemen,Abyan,24,24,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,2,2
YEM041,2012-03-11T00:00:00Z,"Jebel Khanfar
Near Jaar",Yemen,Abyan,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob266,2012-03-13T00:00:00Z,"Wagdalai, Tehsil Birmal",Pakistan,South Waziristan,6,8,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
Ob267,2012-03-13T00:00:00Z,Shawa,Pakistan,North/South Waziristan,6,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
YEM042,2012-03-13T00:00:00Z,Unknown,Yemen,Bayda,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,7
YEM043,2012-03-18T00:00:00Z,Zinjibar,Yemen,Abyan,14,18,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,2
YEM044,2012-03-18T00:00:00Z,Jaar,Yemen,Abyan,8,8,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
YEM045,2012-03-22T00:00:00Z,Zinjibar,Yemen,Abyan,29,30,0,0,0,0,24,24,Confirmed,TRUE,TRUE,"Drone strike
Possible naval bombardment",3,4
Ob268,2012-03-30T00:00:00Z,"Sarai Bazaar, Miranshah",Pakistan,North Waziristan,3,4,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
YEM046,2012-03-30T00:00:00Z,Azzan,Yemen,Shabwa,5,5,1,1,0,0,6,9,Confirmed,TRUE,TRUE,Drone strike,2,2
YEM047,2012-04-07T00:00:00Z,Unknown,Yemen,Shabwa,0,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM048,2012-04-08T00:00:00Z,Unknown,Yemen,Abyan,16,16,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike - joint Yemeni and US
Possible drone strike",2,2
YEM049,2012-04-11T00:00:00Z,Lawder,Yemen,Abyan,10,14,0,0,0,0,10,10,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM050,2012-04-14T00:00:00Z,Al Zahir,Yemen,Bayda,3,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM051,2012-04-16T00:00:00Z,Azzan,Yemen,Shabwa,5,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,5
SOM016,2012-04-17T00:00:00Z,"Gumh, Puntland",Somalia,NA,0,0,0,0,0,0,2,2,Possible,TRUE,FALSE,Air operation - airstrike,1,1
YEM052,2012-04-18T00:00:00Z,Lawder and Jaar,Yemen,Abyan,6,10,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,3
YEM053,2012-04-21T00:00:00Z,Lawder,Yemen,Abyan,12,17,0,0,0,0,0,5,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",2,2
YEM054,2012-04-22T00:00:00Z,Sanda,Yemen,Marib,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM055,2012-04-23T00:00:00Z,Nasab,Yemen,Shabwa,3,3,0,0,0,0,2,2,Confirmed,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM056,2012-04-23T00:00:00Z,Lawder,Yemen,Abyan,0,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM057,2012-04-26T00:00:00Z,Moudia,Yemen,Abyan,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob269,2012-04-29T00:00:00Z,Miranshah Bazaar,Pakistan,North Waziristan,3,6,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
YEM058,2012-04-29T00:00:00Z,Unknown,Yemen,Jawf,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM059,2012-04-30T00:00:00Z,Lawder,Yemen,Abyan,4,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM060,2012-04-30T00:00:00Z,Jaar,Yemen,Abyan,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM061,2012-05-02T00:00:00Z,Zinjibar,Yemen,Abyan,10,15,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob270,2012-05-05T00:00:00Z,"Guldar Kot, Dre Nishtar area",Pakistan,North Waziristan,8,10,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
YEM062,2012-05-06T00:00:00Z,Wadi Rafad,Yemen,Shabwa,2,4,1,1,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM063,2012-05-10T00:00:00Z,Jaar,Yemen,Abyan,5,12,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",2,2
YEM064,2012-05-10T00:00:00Z,Shaqra,Yemen,Abyan,2,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,1
YEM065,2012-05-12T00:00:00Z,Al Hosoon,Yemen,Marib,6,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM066,2012-05-12T00:00:00Z,Unknown,Yemen,Between Marib and Shabwa,10,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM067,2012-05-12T00:00:00Z,Al Ain,Yemen,Shabwa/Hadramout,6,10,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM068,2012-05-14T00:00:00Z,Shaqra,Yemen,Abyan,10,10,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM069,2012-05-14T00:00:00Z,Lawder,Yemen,Abyan,6,6,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM070,2012-05-14T00:00:00Z,Jaar,Yemen,Abyan,0,0,0,0,0,0,2,2,Possible,TRUE,FALSE,Airstrike,1,1
YEM071,2012-05-15T00:00:00Z,Jaar,Yemen,Abyan,14,42,14,26,0,0,20,21,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",2,4
YEM072,2012-05-16T00:00:00Z,Moudia,Yemen,Abyan,16,16,0,0,0,0,5,14,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,2
YEM073,2012-05-17T00:00:00Z,Shibam,Yemen,Hadhramout,2,3,0,0,0,0,0,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM074,2012-05-17T00:00:00Z,Shaqra,Yemen,Abyan,5,6,0,2,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
YEM075,2012-05-19T00:00:00Z,Jaar,Yemen,Abyan,3,5,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
YEM076,2012-05-19T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM077,2012-05-20T00:00:00Z,Jaar,Yemen,Abyan,0,9,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
Ob271,2012-05-23T00:00:00Z,Datta Khel Kalai,Pakistan,North Waziristan,1,5,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
Ob272,2012-05-24T00:00:00Z,Khassokhel near Mir Ali,Pakistan,North Waziristan,5,12,0,8,0,0,3,4,NA,NA,NA,NA,NA,NA
Ob273,2012-05-26T00:00:00Z,Miranshah,Pakistan,North Waziristan,1,4,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
Ob274,2012-05-28T00:00:00Z,Khassokhel near Mir Ali,Pakistan,North Waziristan,4,10,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob275,2012-05-28T00:00:00Z,"Degan, Datta Khel",Pakistan,North Waziristan,2,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM078,2012-05-28T00:00:00Z,Manaseh,Yemen,Bayda,3,5,0,2,0,0,4,4,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM079,2012-05-28T00:00:00Z,Mukalla,Yemen,Abyan,5,5,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,1
YEM080,2012-06-01T00:00:00Z,Mahfed,Yemen,Abyan,11,12,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob276,2012-06-02T00:00:00Z,"Khawashi Khel, near Wana",Pakistan,South Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob277,2012-06-03T00:00:00Z,"Landai Warai, Tehsil Birmal",Pakistan,South Waziristan,0,10,0,0,0,0,4,10,NA,NA,NA,NA,NA,NA
Ob278,2012-06-04T00:00:00Z,"Khushali, Tehsil Mir Ali",Pakistan,North Waziristan,14,18,0,6,0,0,3,6,NA,NA,NA,NA,NA,NA
YEM081,2012-06-07T00:00:00Z,Moudia,Yemen,Abyan,2,2,0,0,0,0,7,7,Possible,TRUE,FALSE,Airstrike,1,1
YEM082,2012-06-07T00:00:00Z,Jaar,Yemen,Abyan,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM083,2012-06-07T00:00:00Z,Jaar,Yemen,Abyan,5,5,0,0,0,0,3,3,Possible,TRUE,FALSE,Airstrike,1,1
YEM084,2012-06-11T00:00:00Z,Azzan,Yemen,Shabwa,16,16,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
Ob279,2012-06-13T00:00:00Z,"Isha, near Miranshah",Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM085,2012-06-13T00:00:00Z,Jaar,Yemen,Abyan,10,18,0,0,0,0,1,1,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,4
YEM086,2012-06-13T00:00:00Z,Azzan,Yemen,Shabwa,9,9,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob280,2012-06-14T00:00:00Z,Miranshah,Pakistan,North Waziristan,1,4,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM087,2012-06-15T00:00:00Z,Azzan,Yemen,Shabwa,5,5,0,0,0,0,2,2,Possible,TRUE,FALSE,Airstrike,1,1
YEM088,2012-06-15T00:00:00Z,Shaqra,Yemen,Abyan,5,7,5,7,4,6,4,5,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM089,2012-06-19T00:00:00Z,Unknown,Yemen,Shabwa,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM090,2012-06-20T00:00:00Z,Mahfed,Yemen,Abyan,1,1,1,1,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM091,2012-06-20T00:00:00Z,Al Yafea,Yemen,Bayda,5,30,0,0,0,0,6,6,Possible,TRUE,FALSE,Airstrike,6,6
YEM092,2012-06-25T00:00:00Z,Mahfed,Yemen,Abyan,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob281,2012-06-26T00:00:00Z,Shawal,Pakistan,North Waziristan,4,7,0,0,0,0,2,7,NA,NA,NA,NA,NA,NA
Ob282,2012-07-01T00:00:00Z,Dre Nishter/Shawal,Pakistan,North Waziristan,6,9,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM093,2012-07-03T00:00:00Z,Bayhan,Yemen,Shabwa,2,5,0,0,0,0,2,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM094,2012-07-04T00:00:00Z,Mahfed,Yemen,Abyan,3,13,0,0,0,0,7,7,Possible,TRUE,FALSE,Airstrike,1,4
Ob283,2012-07-06T00:00:00Z,Maizer,Pakistan,North Waziristan,13,24,3,18,0,0,2,22,NA,NA,NA,NA,NA,NA
Ob284,2012-07-23T00:00:00Z,Dre Nishter/Shawal,Pakistan,North Waziristan,11,14,6,14,0,0,2,11,NA,NA,NA,NA,NA,NA
YEM095,2012-07-23T00:00:00Z,Mahfed,Yemen,Abyan,5,5,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
Ob285,2012-07-29T00:00:00Z,Kushhali Turkhel,Pakistan,North Waziristan,4,7,0,3,0,0,4,4,NA,NA,NA,NA,NA,NA
YEM096,2012-08-04T00:00:00Z,Al Qotn,Yemen,Hadhramout,3,5,0,0,0,0,2,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM097,2012-08-06T00:00:00Z,Radaa,Yemen,Bayda,7,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM098,2012-08-07T00:00:00Z,Al Qotn,Yemen,Hadhramout,2,3,0,0,0,0,2,2,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob286,2012-08-18T00:00:00Z,"Mammon Narai, Shuweda",Pakistan,North Waziristan,5,12,1,1,0,0,2,9,NA,NA,NA,NA,NA,NA
Ob287,2012-08-19T00:00:00Z,"Mana, Shawal",Pakistan,North Waziristan,4,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob288,2012-08-19T00:00:00Z,"Mana, Shawal",Pakistan,North Waziristan,2,3,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob289,2012-08-21T00:00:00Z,"Shnakhura, Datta Khel",Pakistan,North Waziristan,4,25,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA
Ob290,2012-08-24T00:00:00Z,"Makai/Maki Ghar, Shawal",Pakistan,North Waziristan,13,22,0,0,0,0,4,14,NA,NA,NA,NA,NA,NA
Ob291,2012-08-24T00:00:00Z,"Dara, Shawal",Pakistan,North Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob292,2012-08-24T00:00:00Z,"Dre Nishter, Shawal",Pakistan,North Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM099,2012-08-28T00:00:00Z,Qahb al-Hisan,Yemen,Hadhramout,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM100,2012-08-29T00:00:00Z,Al Qotn,Yemen,Hadhramout,5,5,2,2,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM101,2012-08-31T00:00:00Z,Hawda,Yemen,Hadhramout,8,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob293,2012-09-01T00:00:00Z,Degan,Pakistan,North Waziristan,4,6,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM102,2012-09-02T00:00:00Z,Radaa,Yemen,Bayda,12,12,12,12,3,3,4,11,Confirmed,TRUE,FALSE,"US airstrike
Possible drone strike",1,1
YEM103,2012-09-05T00:00:00Z,Al Ain,Yemen,Shabwa/Hadramout,4,6,1,4,0,0,3,3,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM104,2012-09-10T00:00:00Z,Al Ain,Yemen,Shabwa/Hadramout,6,15,0,0,0,0,3,3,Confirmed,TRUE,TRUE,Drone strike,1,2
YEM105,2012-09-20T00:00:00Z,Mahfed,Yemen,Abyan,2,4,0,0,0,0,3,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,2
Ob294,2012-09-21T00:00:00Z,Mohammed Khel/Datta Khel,Pakistan,North Waziristan,3,4,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob295,2012-09-24T00:00:00Z,"Mosaki - Inzar Abad, Tehsil Mir Ali",Pakistan,North Waziristan,3,8,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob296,2012-10-01T00:00:00Z,Khadar Khel,Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM106,2012-10-04T00:00:00Z,Al Saeed,Yemen,Shabwa,3,6,0,0,0,0,2,4,Confirmed,TRUE,TRUE,Drone strike,1,2
Ob297,2012-10-10T00:00:00Z,"Hurmaz, Teshil Mir Ali",Pakistan,North Waziristan,3,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob298,2012-10-11T00:00:00Z,Buland Khel,Pakistan,Orakzai Agency,16,26,0,2,0,0,5,15,NA,NA,NA,NA,NA,NA
YEM107,2012-10-18T00:00:00Z,Jaar,Yemen,Abyan,7,9,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,2,3
YEM108,2012-10-21T00:00:00Z,Maarib,Yemen,Marib,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob299,2012-10-24T00:00:00Z,Village Ghundi Killi Daur Tappi area of Tehsil Miranshah,Pakistan,North Waziristan,1,1,1,1,0,0,6,9,NA,NA,NA,NA,NA,NA
YEM109,2012-10-28T00:00:00Z,Wadi al Abu Jabara,Yemen,Saada,4,4,0,0,0,0,1,1,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM110,2012-11-07T00:00:00Z,Beit al Ahan,Yemen,Sanaa,2,2,0,0,0,0,2,3,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob300,2012-11-29T00:00:00Z,Shin Warsak,Pakistan,South Waziristan,1,4,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA
Ob301,2012-12-01T00:00:00Z,Shin Warsak,Pakistan,South Waziristan,1,4,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob302,2012-12-06T00:00:00Z,"Noorak Mubarak Shahi area, Tehsil Mir Ali",Pakistan,North Waziristan,2,11,1,1,0,0,1,6,NA,NA,NA,NA,NA,NA
Ob303,2012-12-09T00:00:00Z,"Tabbi Tor Khel, Tehisl Ghulam Khan",Pakistan,North Waziristan,2,4,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob304,2012-12-21T00:00:00Z,"Hassokhel, near Mir Ali",Pakistan,North Waziristan,3,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM111,2012-12-24T00:00:00Z,Manaseh,Yemen,Bayda,2,3,0,0,0,0,3,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM112,2012-12-24T00:00:00Z,Shehr,Yemen,Hadhramout,3,7,0,0,0,0,1,1,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,3
YEM113,2012-12-28T00:00:00Z,Shehr,Yemen,Hadhramout,2,3,0,0,0,0,0,1,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,2
Ob305,2012-12-29T00:00:00Z,"Gurbaz, Shawal",Pakistan,North Waziristan,4,5,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM114,2012-12-29T00:00:00Z,Manaseh,Yemen,Bayda,3,4,0,0,0,0,0,2,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM115,2013-01-01T00:00:00Z,Unknown,Yemen,Shabwa,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob306,2013-01-02T00:00:00Z,"Lajhmarai area, Tehsil Birmal",Pakistan,South Waziristan,6,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob307,2013-01-03T00:00:00Z,"Ghundi Killi, Tappi area, Tehsil Miranshah",Pakistan,North Waziristan,3,6,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
YEM116,2013-01-04T00:00:00Z,Radaa,Yemen,Bayda,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob308,2013-01-06T00:00:00Z,"Smal Narai area, Tehsil Ladha",Pakistan,South Waziristan,8,18,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA
Ob309,2013-01-08T00:00:00Z,"Haiderkhel, near Mir Ali",Pakistan,North Waziristan,4,9,0,2,0,1,1,4,NA,NA,NA,NA,NA,NA
Ob310,2013-01-08T00:00:00Z,"Malangan Hassokhel, Tehsil Mir Ali",Pakistan,North Waziristan,0,9,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
Ob311,2013-01-10T00:00:00Z,"Hassokhel, near Mir Ali",Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM117,2013-01-19T00:00:00Z,Wadi Abida,Yemen,Marib,0,0,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM118,2013-01-19T00:00:00Z,Wadi Abida,Yemen,Marib,2,4,0,3,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM119,2013-01-19T00:00:00Z,Wadi Abida,Yemen,Marib,4,6,0,4,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM120,2013-01-20T00:00:00Z,Al Kanais,Yemen,Marib,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM121,2013-01-21T00:00:00Z,Nakhla,Yemen,Marib,2,4,0,0,0,0,2,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM122,2013-01-22T00:00:00Z,Al Boka,Yemen,Jawf,3,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM123,2013-01-23T00:00:00Z,Khawlan,Yemen,Sanaa,4,4,2,2,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM124,2013-01-23T00:00:00Z,Qayfa,Yemen,Bayda,3,5,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob312,2013-02-06T00:00:00Z,Spinwam,Pakistan,North Waziristan,3,5,0,2,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob313,2013-02-08T00:00:00Z,Babar Ghar,Pakistan,South Waziristan,6,9,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA
Ob314,2013-03-10T00:00:00Z,Datta Khel,Pakistan,North Waziristan,1,3,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob315,2013-03-22T00:00:00Z,"New Adda, Tehsil Datta Khel",Pakistan,North Waziristan,1,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob316,2013-04-14T00:00:00Z,Datta Khel,Pakistan,North Waziristan,4,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob317,2013-04-17T00:00:00Z,"Pobar, Tehsil Ladha",Pakistan,South Waziristan,4,6,0,0,0,0,2,7,NA,NA,NA,NA,NA,NA
YEM125,2013-04-17T00:00:00Z,Wassab al Ali,Yemen,Damar,4,4,0,4,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM126,2013-04-21T00:00:00Z,Wadi Abida,Yemen,Marib,2,2,0,0,0,0,2,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM127,2013-05-18T00:00:00Z,Mahfed,Yemen,Abyan,4,9,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM128,2013-05-20T00:00:00Z,Radaa,Yemen,Bayda,2,2,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob318,2013-05-29T00:00:00Z,"Qazi Kot, Tehsil Miranshah",Pakistan,North Waziristan,3,7,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
YEM129,2013-06-01T00:00:00Z,Mahfed,Yemen,Abyan,7,8,0,0,0,0,2,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,2
Ob319,2013-06-07T00:00:00Z,"Shui Khel Mandi, Tehsil Shawal",Pakistan,North Waziristan,7,11,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA
YEM130,2013-06-09T00:00:00Z,"Al Makashma/
Khab al Shath",Yemen,Jawf,2,7,1,1,1,1,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob320,2013-07-03T00:00:00Z,"Shui Khel Mandi, Tehsil Shawal",Pakistan,North Waziristan,16,18,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA
Ob321,2013-07-13T00:00:00Z,Khray Chila Mossaki area of Mir Ali,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM131,2013-07-27T00:00:00Z,Mahfed,Yemen,Abyan,4,9,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob322,2013-07-28T00:00:00Z,"Zoi Nair, Tehsil Shawal",Pakistan,North Waziristan,5,8,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
YEM132,2013-07-30T00:00:00Z,Al Saeed,Yemen,Shabwa,3,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM133,2013-08-01T00:00:00Z,Wadi Ser,Yemen,Hadhramout,3,5,4,5,1,1,3,3,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM134,2013-08-06T00:00:00Z,Wadi Abida,Yemen,Marib,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM135,2013-08-07T00:00:00Z,Markha,Yemen,Shabwa,6,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM136,2013-08-08T00:00:00Z,Wadi Abida,Yemen,Marib,3,8,2,2,2,2,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM137,2013-08-08T00:00:00Z,Al Ayoun,Yemen,Hadhramout,2,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM138,2013-08-08T00:00:00Z,Al Qotn,Yemen,Hadhramout,3,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM139,2013-08-10T00:00:00Z,Al Askariya,Yemen,Lahj,2,5,0,0,0,0,2,5,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM140,2013-08-30T00:00:00Z,Manaseh,Yemen,Bayda,4,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob323,2013-08-31T00:00:00Z,"Mossaki, Tehsil Mir Ali",Pakistan,North Waziristan,3,4,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
Ob324,2013-09-06T00:00:00Z,"Tabi, Tehsil Ghulam Khan",Pakistan,North Waziristan,5,7,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA
Ob325,2013-09-22T00:00:00Z,"ShawalPalgai area, Thesil Makin",Pakistan,North/South Waziristan,6,7,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
Ob326,2013-09-29T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,3,6,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
Ob327,2013-09-30T00:00:00Z,"Land Char Khel, Tehsil Datta Khel",Pakistan,North Waziristan,1,4,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
SOM017,2013-10-05T00:00:00Z,"Barawe, Shabeellaha Hoose",Somalia,NA,1,7,0,0,0,0,1,1,Confirmed,FALSE,FALSE,Ground operation - amphibious assault,1,1
